source ID,target ID,mapping description
C0029,S1123,(Citation: Mandiant Cutting Edge Part 3 February 2024)
C0029,S1116,(Citation: Mandiant Cutting Edge January 2024)(Citation: Volexity Ivanti Zero-Day Exploitation January 2024)(Citation: Volexity Ivanti Global Exploitation January 2024)
C0029,S1115,(Citation: Mandiant Cutting Edge January 2024)
C0029,S1114,(Citation: Mandiant Cutting Edge January 2024)
C0001,S0363,During [Frankenstein](https://attack.mitre.org/campaigns/C0001) the threat actors used [Empire](https://attack.mitre.org/software/S0363) for discovery.(Citation: Talos Frankenstein June 2019)
C0007,S1041,"During [FunnyDream](https://attack.mitre.org/campaigns/C0007), [Chinoxy](https://attack.mitre.org/software/S1041) was used to gain persistence and deploy other malware components.(Citation: Bitdefender FunnyDream Campaign November 2020)"
C0007,S1044,"During the [FunnyDream](https://attack.mitre.org/campaigns/C0007) campaign, the [FunnyDream](https://attack.mitre.org/software/S1044) backdoor was used to execute multiple components and exfiltrate files.(Citation: Bitdefender FunnyDream Campaign November 2020)"
C0007,S1050,During [FunnyDream](https://attack.mitre.org/campaigns/C0007) the threat actors used a customized version of [PcShare](https://attack.mitre.org/software/S1050).(Citation: Bitdefender FunnyDream Campaign November 2020)
C0007,S0096,(Citation: Bitdefender FunnyDream Campaign November 2020)
C0007,S0057,(Citation: Bitdefender FunnyDream Campaign November 2020)
C0007,S1043,"During [FunnyDream](https://attack.mitre.org/campaigns/C0007), [ccf32](https://attack.mitre.org/software/S1043) was used to collect data.(Citation: Bitdefender FunnyDream Campaign November 2020)"
C0007,S0100,(Citation: Bitdefender FunnyDream Campaign November 2020)
C0007,S0104,(Citation: Bitdefender FunnyDream Campaign November 2020)
C0038,S1149,(Citation: Mandiant ROADSWEEP August 2022)
C0038,S0357,(Citation: Microsoft Albanian Government Attacks September 2022)
C0038,S0002,(Citation: CISA Iran Albanian Attacks September 2022)(Citation: Microsoft Albanian Government Attacks September 2022)
C0038,S1150,(Citation: Mandiant ROADSWEEP August 2022)
C0038,S0364,(Citation: CISA Iran Albanian Attacks September 2022)(Citation: Microsoft Albanian Government Attacks September 2022)
C0038,S1151,(Citation: CISA Iran Albanian Attacks September 2022)(Citation: Microsoft Albanian Government Attacks September 2022)
C0038,S0095,(Citation: CISA Iran Albanian Attacks September 2022)
C0002,S0073,"During [Night Dragon](https://attack.mitre.org/campaigns/C0002), threat actors deployed [ASPXSpy](https://attack.mitre.org/software/S0073) on compromised web servers.(Citation: McAfee Night Dragon)"
C0002,S0029,"During [Night Dragon](https://attack.mitre.org/campaigns/C0002), threat actors used [PsExec](https://attack.mitre.org/software/S0029) to remotely execute droppers.(Citation: McAfee Night Dragon)"
C0002,S0110,"During [Night Dragon](https://attack.mitre.org/campaigns/C0002), threat actors used [at](https://attack.mitre.org/software/S0110) to execute droppers.(Citation: McAfee Night Dragon)"
C0002,S0008,"During [Night Dragon](https://attack.mitre.org/campaigns/C0002), threat actors used [gsecdump](https://attack.mitre.org/software/S0008) to dump account hashes.(Citation: McAfee Night Dragon)"
C0002,S0350,"During [Night Dragon](https://attack.mitre.org/campaigns/C0002), threat actors used [zwShell](https://attack.mitre.org/software/S0350) to generate Trojan variants, control victim machines, and exfiltrate data.(Citation: McAfee Night Dragon)"
C0012,S0096,(Citation: Cybereason OperationCuckooBees May 2022)
C0012,S0105,(Citation: Cybereason OperationCuckooBees May 2022)
C0022,S0694,"During [Operation Dream Job](https://attack.mitre.org/campaigns/C0022), [Lazarus Group](https://attack.mitre.org/groups/G0032) used [DRATzarus](https://attack.mitre.org/software/S0694) to deploy open source software and partly commodity software such as [Responder](https://attack.mitre.org/software/S0174), Wake-On-Lan, and ChromePass to target infected hosts.(Citation: ClearSky Lazarus Aug 2020)"
C0022,S0174,(Citation: ClearSky Lazarus Aug 2020)
C0022,S0678,"During [Operation Dream Job](https://attack.mitre.org/campaigns/C0022), [Lazarus Group](https://attack.mitre.org/groups/G0032) used [Torisma](https://attack.mitre.org/software/S0678) to actively monitor for new drives and remote desktop connections on an infected system.(Citation: McAfee Lazarus Jul 2020)(Citation: McAfee Lazarus Nov 2020)"
C0016,S0084,(Citation: Cylance Dust Storm)
C0016,S0083,(Citation: Cylance Dust Storm)
C0016,S0012,(Citation: Cylance Dust Storm)
C0016,S0085,(Citation: Cylance Dust Storm)
C0016,S0086,(Citation: Cylance Dust Storm)
C0016,S0032,(Citation: Cylance Dust Storm)
C0023,S0512,"For [Operation Ghost](https://attack.mitre.org/campaigns/C0023), [APT29](https://attack.mitre.org/groups/G0016) used [FatDuke](https://attack.mitre.org/software/S0512) as a third-stage backdoor.(Citation: ESET Dukes October 2019)"
C0023,S0051,"For [Operation Ghost](https://attack.mitre.org/campaigns/C0023), [APT29](https://attack.mitre.org/groups/G0016) used [MiniDuke](https://attack.mitre.org/software/S0051) as a second-stage backdoor.(Citation: ESET Dukes October 2019)"
C0023,S0518,"For [Operation Ghost](https://attack.mitre.org/campaigns/C0023), [APT29](https://attack.mitre.org/groups/G0016) used [PolyglotDuke](https://attack.mitre.org/software/S0518) as a first-stage downloader.(Citation: ESET Dukes October 2019)"
C0023,S0029,"For [Operation Ghost](https://attack.mitre.org/campaigns/C0023), [APT29](https://attack.mitre.org/groups/G0016) used [PsExec](https://attack.mitre.org/software/S0029) for lateral movement on compromised networks.(Citation: ESET Dukes October 2019)"
C0023,S0511,"For [Operation Ghost](https://attack.mitre.org/campaigns/C0023), [APT29](https://attack.mitre.org/groups/G0016) used [RegDuke](https://attack.mitre.org/software/S0511) as a first-stage implant.(Citation: ESET Dukes October 2019)"
C0006,S0075,(Citation: McAfee Honeybee) 
C0006,S0464,[Operation Honeybee](https://attack.mitre.org/campaigns/C0006) included the use of an upgraded version of [SYSCON](https://attack.mitre.org/software/S0464).(Citation: McAfee Honeybee)
C0006,S0096,(Citation: McAfee Honeybee) 
C0006,S0057,(Citation: McAfee Honeybee) 
C0006,S0106,(Citation: McAfee Honeybee) 
C0013,S0448,"During the investigation of [Operation Sharpshooter](https://attack.mitre.org/campaigns/C0013), security researchers identified [Rising Sun](https://attack.mitre.org/software/S0448) in 87 organizations across the globe and subsequently discovered three variants.(Citation: McAfee Sharpshooter December 2018)(Citation: Bleeping Computer Op Sharpshooter March 2019)"
C0005,S0332,(Citation: ESET Operation Spalax Jan 2021)
C0005,S0385,(Citation: ESET Operation Spalax Jan 2021)
C0014,S0521,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [BloodHound](https://attack.mitre.org/software/S0521) discover trust between domains.(Citation: FoxIT Wocao December 2019)"
C0014,S0357,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used `smbexec.py` and `psexec.py` from [Impacket](https://attack.mitre.org/software/S0357) for lateral movement.(Citation: FoxIT Wocao December 2019)"
C0014,S0002,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [Mimikatz](https://attack.mitre.org/software/S0002) with the `privilege::debug` and `lsadump::dcsync /all` flags to dump account credentials.(Citation: FoxIT Wocao December 2019)"
C0014,S0194,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [PowerSploit](https://attack.mitre.org/software/S0194)’s `Invoke-Kerberoast` module to bruteforce passwords and retrieve encrypted service tickets.(Citation: FoxIT Wocao December 2019)"
C0014,S0029,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [PsExec](https://attack.mitre.org/software/S0029) to interact with other systems inside the internal network.(Citation: FoxIT Wocao December 2019)"
C0014,S0183,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [Tor](https://attack.mitre.org/software/S0183) exit nodes to execute commands.(Citation: FoxIT Wocao December 2019)"
C0014,S0645,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [Wevtutil](https://attack.mitre.org/software/S0645) to delete system and security event logs with `wevtutil cl system` and `wevtutil cl security`.(Citation: FoxIT Wocao December 2019)"
C0014,S0105,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [dsquery](https://attack.mitre.org/software/S0105) to retrieve all subnets in the Active Directory.(Citation: FoxIT Wocao December 2019)"
C0014,S0104,"During [Operation Wocao](https://attack.mitre.org/campaigns/C0014), threat actors used [netstat](https://attack.mitre.org/software/S0104) to identify specific ports.(Citation: FoxIT Wocao December 2019)"
C0036,S1145,[Pikabot Distribution February 2024](https://attack.mitre.org/campaigns/C0036) distributed [Pikabot](https://attack.mitre.org/software/S1145) for initial access purposes in February 2024.(Citation: Elastic Pikabot 2024)(Citation: Zscaler Pikabot 2024)
C0024,S0552,(Citation: Microsoft Analyzing Solorigate Dec 2020)(Citation: CrowdStrike StellarParticle January 2022)
C0024,S0154,(Citation: FireEye SUNBURST Backdoor December 2020)(Citation: Cybersecurity Advisory SVR TTP May 2021)
C0024,S0597,(Citation: MSTIC NOBELIUM Mar 2021)
C0024,S0588,(Citation: MSTIC NOBELIUM Mar 2021)
C0024,S0002,(Citation: Microsoft 365 Defender Solorigate)(Citation: CrowdStrike StellarParticle January 2022)
C0024,S0565,(Citation: Microsoft Deep Dive Solorigate January 2021)(Citation: Symantec RAINDROP January 2021)
C0024,S0559,(Citation: FireEye SUNBURST Backdoor December 2020)(Citation: Microsoft Deep Dive Solorigate January 2021)(Citation: Symantec Sunburst Sending Data January 2021)(Citation: SolarWinds Sunburst Sunspot Update January 2021)(Citation: FireEye SUNBURST Additional Details Dec 2020)(Citation: CheckPoint Sunburst & Teardrop December 2020)
C0024,S0562,(Citation: CrowdStrike SUNSPOT Implant January 2021)
C0024,S0589,(Citation: MSTIC NOBELIUM Mar 2021)
C0024,S0560,(Citation: Microsoft Deep Dive Solorigate January 2021)(Citation: CheckPoint Sunburst & Teardrop December 2020)(Citation: FireEye SUNBURST Backdoor December 2020)
C0024,S0682,(Citation: CrowdStrike StellarParticle January 2022)
C0030,S0002,(Citation: FireEye TRITON 2018)
C0039,S1154,[VersaMem](https://attack.mitre.org/software/S1154) was used during [Versa Director Zero Day Exploitation](https://attack.mitre.org/campaigns/C0039) by [Volt Typhoon](https://attack.mitre.org/groups/G1017).(Citation: Lumen Versa 2024)
C0037,S1111,[Water Curupira Pikabot Distribution](https://attack.mitre.org/campaigns/C0037) activity included distribution of [DarkGate](https://attack.mitre.org/software/S1111) en route to ransomware execution.(Citation: TrendMicro Pikabot 2024)
C0037,S0483,[Water Curupira Pikabot Distribution](https://attack.mitre.org/campaigns/C0037) included distribution of [IcedID](https://attack.mitre.org/software/S0483) en route to ransomware deployment.(Citation: TrendMicro Pikabot 2024)
C0037,S1145,[Water Curupira Pikabot Distribution](https://attack.mitre.org/campaigns/C0037) distributed [Pikabot](https://attack.mitre.org/software/S1145) as an initial access mechanism.(Citation: TrendMicro Pikabot 2024)
